Original_Source_ID,Original_SMILES,Canonical_SMILES,InChI,InChIKey,Salt_Solvent_(Concatenate),temp,method,type,group,basicOrAcidic,pKa,DSSTox_Structure_Id,Substance_Name,Substance_CASRN,Substance_Type,Structure_SMILES,Structure_Formula
13533,O=C1(C(=C(C)C(C1)=C(C(=O)O)C)C),CC(=C1C=C(O)C(C)=C1C)C(O)=O,"InChI=1S/C10H12O3/c1-5-6(2)9(11)4-8(5)7(3)10(12)13/h4,11H,1-3H3,(H,12,13)",ADEMXUADEPOVER-UHFFFAOYSA-N,?,25,potentiometric,a/apparent,?,acidic,3.1,,,,,,
13509,O=C(O)C1(=CC(OC(C)C)=CC=C1),CC(C)OC1C=C(C=CC=1)C(O)=O,"InChI=1S/C10H12O3/c1-7(2)13-9-5-3-4-8(6-9)10(11)12/h3-7H,1-2H3,(H,11,12)",QPVBLLQBUNVSJT-UHFFFAOYSA-N,?,20,potentiometric,thermodynamic,?,acidic,4.15,DTXCID30294096,3-isopropoxybenzoic acid,60772-67-0,Single Compound,CC(C)OC1=CC=CC(=C1)C(O)=O,C10H12O3
13521,O=C(O)C1(=C(OC(C)C)C=CC=C1),CC(C)OC1C=CC=CC=1C(O)=O,"InChI=1S/C10H12O3/c1-7(2)13-9-6-4-3-5-8(9)10(11)12/h3-7H,1-2H3,(H,11,12)",WWPLDSOFBMZGIJ-UHFFFAOYSA-N,?,20,potentiometric,thermodynamic,?,acidic,4.24,DTXCID90444651,2-[(Propan-2-yl)oxy]benzoic acid,63635-26-7,Single Compound,CC(C)OC1=CC=CC=C1C(O)=O,C10H12O3
13510,O=C(O)COC1(=C(C=CC=C1C)C),CC1=CC=CC(C)=C1OC=C(O)O,"InChI=1S/C10H12O3/c1-7-4-3-5-8(2)10(7)13-6-9(11)12/h3-6,11-12H,1-2H3",BXHQICUAZOTDQX-UHFFFAOYSA-N,?,25,potentiometric,apparent,?,acidic,3.36,,,,,,
13511,O=C(O)C(OC1(=C(C=CC=C1)C))C,CC1C=CC=CC=1OC(C)=C(O)O,"InChI=1S/C10H12O3/c1-7-5-3-4-6-9(7)13-8(2)10(11)12/h3-6,11-12H,1-2H3",GBQOFYGKOFZHNV-UHFFFAOYSA-N,?,25,potentiometric,a/apparent,?,acidic,3.37,,,,,,
10575,ClC1(=C(C=C(O)C(=C1)C(C)C)C),CC1C=C(O)C(=CC=1Cl)C(C)C,"InChI=1S/C10H13ClO/c1-6(2)8-5-9(11)7(3)4-10(8)12/h4-6,12H,1-3H3",KFZXVMNBUMVKLN-UHFFFAOYSA-N,?,20,potentiometric,a1/thermodynamic,?,acidic,9.98,DTXCID0021547,6-Chlorothymol,89-68-9,Single Compound,CC(C)C1=CC(Cl)=C(C)C=C1O,C10H13ClO
14721,O=C(NC1(=CC=C(N(C)C)C=C1))C=NO,CN(C)C1C=CC(=CC=1)NC(=O)CN=O,"InChI=1S/C10H13N3O2/c1-13(2)9-5-3-8(4-6-9)12-10(14)7-11-15/h3-6H,7H2,1-2H3,(H,12,14)",MAQGGIZDFDDDSZ-UHFFFAOYSA-N,?,25,potentiometric,a2/apparent,?,acidic,9.26,DTXCID501330102,NoName_973,NOCAS_901821,Single Compound,CN(C)C1=CC=C(NC(=O)CN=O)C=C1,C10H13N3O2
14936,O=[N+]([O-])C1(=CC=C(C(=O)N[N+](C)(C)C)C=C1),C[N+](C)(C)NC(=O)C1=CC=C(C=C1)[N+]([O-])=O,"InChI=1S/C10H13N3O3/c1-13(2,3)11-10(14)8-4-6-9(7-5-8)12(15)16/h4-7H,1-3H3/p+1",CLRPIVYDYCSVLW-UHFFFAOYSA-O,?,20,mean from 2,a1/apparent,?,acidic,3.11,DTXCID501330138,NoName_1035,NOCAS_901860,Single Compound,C[N+](C)(C)NC(=O)C1=CC=C(C=C1)[N+]([O-])=O,C10H14N3O3
16743,O3(C(N2(C1(=NC(=[NH+]C(=C1N=C2)O)N)))CC(C3CO)O),NC1N=C(O)C2N=CN(C3CC(O)C(CO)O3)C=2N=1,"InChI=1S/C10H13N5O4/c11-10-13-8-7(9(18)14-10)12-3-15(8)6-1-4(17)5(2-16)19-6/h3-6,16-17H,1-2H2,(H3,11,13,14,18)",YKBGVTZYEHREMT-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,H(+),acidic,-0.97,,,,,,
16739,O3(C(N2(C1(=NC=NC(=C1N=C2)N)))C(O)C(C3CO)O),NC1N=CN=C2C=1N=CN2C1OC(CO)C(O)C1O,"InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)",OIRDTQYFTABQOQ-UHFFFAOYSA-N,?,24,mean from 2,a1/apparent,?,acidic,12.5,,,,,,
15346,O3(C(N2(C1(=NC(=[NH+]C(=C1N=C2)O)N)))C(O)C(C3CO)O),NC1N=C(O)C2N=CN(C3OC(CO)C(O)C3O)C=2N=1,"InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)",NYHBQMYGNKIUIF-UHFFFAOYSA-N,?,21,mean from 2,a1/apparent,?,acidic,1.9,,,,,,
13648,ON=C(C1(=C(O)C=C(C)C(=C1)C))C,CC1=CC(C(C)N=O)=C(O)C=C1C,"InChI=1S/C10H13NO2/c1-6-4-9(8(3)11-13)10(12)5-7(6)2/h4-5,8,12H,1-3H3",AEOQRKIRQRVDLR-UHFFFAOYSA-N,?,30,potentiometric,a1/apparent,?,acidic,8.2,,,,,,
13219,O=C(O)CCC#CC#CCCC[NH3+],NCCCC#CC#CCC=C(O)O,"InChI=1S/C10H13NO2/c11-9-7-5-3-1-2-4-6-8-10(12)13/h8,12-13H,5-7,9,11H2",CEDHIFXXGWMUCO-UHFFFAOYSA-N,?,20,mean from 3,a1/apparent,?,acidic,4.12,,,,,,
12255,O=[N+]([O-])C1(=CC(=C(O)C(=C1)CC)CC),CCC1=CC(=CC(CC)=C1O)[N+]([O-])=O,"InChI=1S/C10H13NO3/c1-3-7-5-9(11(13)14)6-8(4-2)10(7)12/h5-6,12H,3-4H2,1-2H3",SAQPBBOTCDDZJQ-UHFFFAOYSA-N,?,25,potentiometric,a/apparent,?,acidic,7.73,DTXCID801329726,NoName_488,NOCAS_901380,Single Compound,CCC1=CC(=CC(CC)=C1O)[N+]([O-])=O,C10H13NO3
14902,S(=O)(=O)(NCCC(=O)[O-])C1(=CC=C(C)C=C1),CC1C=CC(=CC=1)S(=O)(=O)NCC=C(O)O,"InChI=1S/C10H13NO4S/c1-8-2-4-9(5-3-8)16(14,15)11-7-6-10(12)13/h2-6,11-13H,7H2,1H3",AWUVUZWMHHZXRZ-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,SO2-NH-,acidic,11.2,,,,,,
13582,OC(=N[N+](C)(C)C)C1(=CC=CC=C1),C[N+](C)(C)/N=C(/O)\C1C=CC=CC=1,"InChI=1S/C10H14N2O/c1-12(2,3)11-10(13)9-7-5-4-6-8-9/h4-8H,1-3H3/p+1",MOYSUNPDEZJCAO-UHFFFAOYSA-O,?,24,mean from 2,a1/apparent,?,acidic,4.29,DTXCID201329930,NoName_754,NOCAS_901621,Single Compound,C[N+](C)(C)\N=C(\O)C1=CC=CC=C1,C10H15N2O
12140,O=C(C=1(NN=C(C=1)C(=O)C))C(C)(C)C,CC(C)(C)C(=O)C1=CC(=NN1)C(=C)O,"InChI=1S/C10H14N2O2/c1-6(13)7-5-8(12-11-7)9(14)10(2,3)4/h5,13H,1H2,2-4H3,(H,11,12)",ZEGZBVIOARGZNV-UHFFFAOYSA-N,?,,spectrophotometric,a/apparent,?,acidic,9.7,,,,,,
16232,S(=O)(=O)(NC1(=CC=C(CC([NH3+])C(=O)O)C=C1))C,CS(=O)(=O)NC1C=CC(CC(=N)C(O)O)=CC=1,"InChI=1S/C10H14N2O4S/c1-17(15,16)12-8-4-2-7(3-5-8)6-9(11)10(13)14/h2-5,10-14H,6H2,1H3",ANDICJROMADHJF-UHFFFAOYSA-N,?,26,,a1/apparent,?,acidic,3.15,,,,,,
16102,S=C2(NC(=O)N(C1(OC(CO)C(C1)O))C=C2C),CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=S,"InChI=1S/C10H14N2O4S/c1-5-3-12(10(15)11-9(5)17)8-2-6(14)7(4-13)16-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,17)",AVKSPBJBGGHUMW-UHFFFAOYSA-N,?,,spectrophotometric,a/apparent,?,acidic,8.8,,,,,,
12256,O=C(OCCCC)C1(=C[N+](O)=CC=C1),CCCCOC(=O)C1C=CC=[N+](O)C=1,"InChI=1S/C10H14NO3/c1-2-3-7-14-10(12)9-5-4-6-11(13)8-9/h4-6,8,13H,2-3,7H2,1H3/q+1",ADZQSRVCJHYPMM-UHFFFAOYSA-N,?,,spectrophotometric,a/apparent,?,acidic,0.03,DTXCID501329727,NoName_489,NOCAS_901381,Single Compound,CCCCOC(=O)C1=C[N+](O)=CC=C1,C10H14NO3
14227,OC1(=CC=C(C(C)(C)C)C=C1),CC(C)(C)C1C=CC(O)=CC=1,"InChI=1S/C10H14O/c1-10(2,3)8-4-6-9(11)7-5-8/h4-7,11H,1-3H3",QHPQWRBYOIRBIT-UHFFFAOYSA-N,?,25,mean from 2,a1/thermodynamic,OH,acidic,10.27,DTXCID90221,4-tert-Butylphenol,98-54-4,Single Compound,CC(C)(C)C1=CC=C(O)C=C1,C10H14O
14226,OC1(=CC(=C(C(C)C)C=C1)C),CC1C=C(O)C=CC=1C(C)C,"InChI=1S/C10H14O/c1-7(2)10-5-4-9(11)6-8(10)3/h4-7,11H,1-3H3",IJALWSVNUBBQRA-UHFFFAOYSA-N,?,20,potentiometric,a1/thermodynamic,?,acidic,10.31,DTXCID20108517,o-Cymen-5y-ol,3228-02-2,Single Compound,CC(C)C1=C(C)C=C(O)C=C1,C10H14O
14232,OC1(=C(C=C(C(C)C)C=C1)C),CC1C=C(C=CC=1O)C(C)C,"InChI=1S/C10H14O/c1-7(2)9-4-5-10(11)8(3)6-9/h4-7,11H,1-3H3",WYXXLXHHWYNKJF-UHFFFAOYSA-N,?,20,potentiometric,a1/thermodynamic,?,acidic,10.56,DTXCID1092236,4-Isopropyl-o-cresol,1740-97-2,Single Compound,CC(C)C1=CC(C)=C(O)C=C1,C10H14O
14231,OC1(=C(C=CC=C1C)C(C)C),CC1=CC=CC(C(C)C)=C1O,"InChI=1S/C10H14O/c1-7(2)9-6-4-5-8(3)10(9)11/h4-7,11H,1-3H3",KFETUQFRWIVAMU-UHFFFAOYSA-N,?,20,spectrophotometric,a1/thermodynamic,?,acidic,10.85,DTXCID80108518,"Phenol, 2-isopropyl-6-methyl-",3228-04-4,Single Compound,CC(C)C1=CC=CC(C)=C1O,C10H14O
14228,OC1(=C(C=C(C)C=C1)C(C)C),CC1C=CC(O)=C(C=1)C(C)C,"InChI=1S/C10H14O/c1-7(2)9-6-8(3)4-5-10(9)11/h4-7,11H,1-3H3",DSTPUJAJSXTJHM-UHFFFAOYSA-N,?,20,potentiometric,a1/thermodynamic,?,acidic,10.73,DTXCID4030671,2-Isopropyl-4-methylphenol,4427-56-9,Single Compound,CC(C)C1=C(O)C=CC(C)=C1,C10H14O
10532,O(C1(=CC=C(O)C=C1))CCCC,CCCCOC1C=CC(O)=CC=1,"InChI=1S/C10H14O2/c1-2-3-8-12-10-6-4-9(11)5-7-10/h4-7,11H,2-3,8H2,1H3",MBGGFXOXUIDRJD-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,acidic,10.23,DTXCID7033735,"Phenol, 4-butoxy-",122-94-1,Single Compound,CCCCOC1=CC=C(O)C=C1,C10H14O2
13495,S(=O)(O)CCCCC1(=CC=CC=C1),OS(=O)CCCCC1C=CC=CC=1,"InChI=1S/C10H14O2S/c11-13(12)9-5-4-8-10-6-2-1-3-7-10/h1-3,6-7H,4-5,8-9H2,(H,11,12)",ATBCTGZDUWKLPD-UHFFFAOYSA-N,?,20,potentiometric,a/apparent,?,acidic,2.23,,,,,,
13498,[Si](C1(=CC(C(=O)O)=CC=C1))(C)(C)C,C[Si](C)(C)C1=CC(=CC=C1)C(O)=O,"InChI=1S/C10H14O2Si/c1-13(2,3)9-6-4-5-8(7-9)10(11)12/h4-7H,1-3H3,(H,11,12)",IGKYAVPWIPSEPG-UHFFFAOYSA-N,?,25,potentiometric,a1/thermodynamic,?,acidic,4.24,DTXCID701329911,NoName_731,NOCAS_901599,Single Compound,C[Si](C)(C)C1=CC(=CC=C1)C(O)=O,C10H14O2Si
13499,[Si](C1(=CC=C(C(=O)O)C=C1))(C)(C)C,C[Si](C)(C)C1C=CC(=CC=1)C(O)=O,"InChI=1S/C10H14O2Si/c1-13(2,3)9-6-4-8(5-7-9)10(11)12/h4-7H,1-3H3,(H,11,12)",GKAWVRLBRQRXAG-UHFFFAOYSA-N,?,25,potentiometric,a/thermodynamic,?,acidic,4.27,DTXCID80250743,4-(trimethylsilyl)benzoic acid,15290-29-6,Single Compound,C[Si](C)(C)C1=CC=C(C=C1)C(O)=O,C10H14O2Si
13275,O=C(O)C12(C(OC)=CC(CC1)CC2),COC1=CC2CCC1(CC2)C(O)=O,"InChI=1S/C10H14O3/c1-13-8-6-7-2-4-10(8,5-3-7)9(11)12/h6-7H,2-5H2,1H3,(H,11,12)",DKDOCPLCBLEPBS-UHFFFAOYSA-N,?,25,spectrophotometric,a1/apparent,COOH,acidic,4.45,DTXCID101329868,NoName_685,NOCAS_901554,Single Compound,COC1=CC2CCC1(CC2)C(O)=O,C10H14O3
13534,O=C1(C(=C(C)C(C1)C(C(=O)O)C)C),CC1C(O)=CC(C(C)=C(O)O)C=1C,"InChI=1S/C10H14O3/c1-5-6(2)9(11)4-8(5)7(3)10(12)13/h4,8,11-13H,1-3H3",HXCWEQAWNVVEPP-UHFFFAOYSA-N,?,25,potentiometric,a/apparent,?,acidic,4.4,,,,,,
14934,S(=O)(=O)(NCCC(=[NH2+])N)C1(=CC=C(C)C=C1),CC1=CC=C(C=C1)S(=O)(=O)NCCC(N)=N,"InChI=1S/C10H15N3O2S/c1-8-2-4-9(5-3-8)16(14,15)13-7-6-10(11)12/h2-5,13H,6-7H2,1H3,(H3,11,12)",XINKDJFSJHJPAN-UHFFFAOYSA-N,?,24.9,potentiometric,a1/apparent,tosylamide,acidic,9.49,DTXCID60874507,NoName_1034,NOCAS_901859,Single Compound,CC1=CC=C(C=C1)S(=O)(=O)NCCC(N)=N,C10H15N3O2S
15794,O2(C([N+]1(=C(O)N=C(N)C(=C1)CO))CC(C2CO)O),NC1=NC(O)=[N+](C=C1CO)C1CC(O)C(CO)O1,"InChI=1S/C10H15N3O5/c11-9-5(3-14)2-13(10(17)12-9)8-1-6(16)7(4-15)18-8/h2,6-8,14-16H,1,3-4H2,(H2,11,12,17)/p+1",HMUOMFLFUUHUPE-UHFFFAOYSA-O,?,,spectrophotometric,a/apparent,?,acidic,3.55,,,,,,
10859,OC1(=CC(=CC=C1)CC[NH+](C)C),CN(C)CCC1C=CC=C(O)C=1,"InChI=1S/C10H15NO/c1-11(2)7-6-9-4-3-5-10(12)8-9/h3-5,8,12H,6-7H2,1-2H3",DZZZXJVECUJDRB-UHFFFAOYSA-N,?,25,spectrophotometric,a1/apparent,OH,acidic,9.24,DTXCID80899732,NoName_186,NOCAS_901124,Single Compound,CN(C)CCC1=CC(O)=CC=C1,C10H15NO
10858,OC1(=CC=C(CC[NH+](C)C)C=C1),CN(C)CCC1C=CC(O)=CC=1,"InChI=1S/C10H15NO/c1-11(2)8-7-9-3-5-10(12)6-4-9/h3-6,12H,7-8H2,1-2H3",KUBCEEMXQZUPDQ-UHFFFAOYSA-N,?,25,spectrophotometric,a1/apparent,OH,acidic,9.46,DTXCID0026096,Hordenine,539-15-1,Single Compound,CN(C)CCC1=CC=C(O)C=C1,C10H15NO
10851,OC1(=CC=C(C[N+](C)(C)C)C=C1),C[N+](C)(C)CC1C=CC(O)=CC=1,"InChI=1S/C10H15NO/c1-11(2,3)8-9-4-6-10(12)7-5-9/h4-7H,8H2,1-3H3/p+1",DRCGIMLIHAOUCP-UHFFFAOYSA-O,?,25,potentiometric,a1/apparent,?,acidic,8.75,DTXCID801329514,NoName_179,NOCAS_901117,Single Compound,C[N+](C)(C)CC1=CC=C(O)C=C1,C10H16NO
10853,OC1(=CC(=CC=C1)C[N+](C)(C)C),C[N+](C)(C)CC1C=C(O)C=CC=1,"InChI=1S/C10H15NO/c1-11(2,3)8-9-5-4-6-10(12)7-9/h4-7H,8H2,1-3H3/p+1",CNKSWCLSTGWELB-UHFFFAOYSA-O,?,25,potentiometric,a1/apparent,?,acidic,8.89,DTXCID40883995,NoName_181,NOCAS_901119,Single Compound,C[N+](C)(C)CC1=CC=CC(O)=C1,C10H16NO
10854,OC1(=C(C=CC=C1)C[N+](C)(C)C),C[N+](C)(C)CC1C=CC=CC=1O,"InChI=1S/C10H15NO/c1-11(2,3)8-9-6-4-5-7-10(9)12/h4-7H,8H2,1-3H3/p+1",DSSBXSXKPWVWNR-UHFFFAOYSA-O,?,25,mean from 2,a1/apparent,?,acidic,8.71,DTXCID40899692,NoName_182,NOCAS_901120,Single Compound,C[N+](C)(C)CC1=C(O)C=CC=C1,C10H16NO
10845,OC1(=C(C=CC=C1C)CN(C)C),CC1=CC=CC(CN(C)C)=C1O,"InChI=1S/C10H15NO/c1-8-5-4-6-9(10(8)12)7-11(2)3/h4-6,12H,7H2,1-3H3",ADODSZXYDVUXTG-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,acidic,11.1,DTXCID30199673,"Phenol, 2-[(dimethylamino)methyl]-6-methyl-",23802-11-1,Single Compound,CN(C)CC1=CC=CC(C)=C1O,C10H15NO
10856,OC1(=CC([N+](C)(C)C)=C(C)C=C1),CC1C=CC(O)=CC=1[N+](C)(C)C,"InChI=1S/C10H15NO/c1-8-5-6-9(12)7-10(8)11(2,3)4/h5-7H,1-4H3/p+1",JSGBTKWCLLGUQI-UHFFFAOYSA-O,?,25,mean from 2,a/apparent,?,acidic,8.28,DTXCID901329517,NoName_184,NOCAS_901122,Single Compound,CC1=C(C=C(O)C=C1)[N+](C)(C)C,C10H16NO
10852,OC1(=C(C=CC(=C1)[N+](C)(C)C)C),CC1C=CC(=CC=1O)[N+](C)(C)C,"InChI=1S/C10H15NO/c1-8-5-6-9(7-10(8)12)11(2,3)4/h5-7H,1-4H3/p+1",NNZHVFBIRACHKV-UHFFFAOYSA-O,?,25,potentiometric,a/apparent,?,acidic,8.2,DTXCID501329515,NoName_180,NOCAS_901118,Single Compound,CC1=C(O)C=C(C=C1)[N+](C)(C)C,C10H16NO
10850,OC1(=CC(=C([N+](C)(C)C)C=C1)C),CC1C=C(O)C=CC=1[N+](C)(C)C,"InChI=1S/C10H15NO/c1-8-7-9(12)5-6-10(8)11(2,3)4/h5-7H,1-4H3/p+1",HKKSYDPAOWMBSD-UHFFFAOYSA-O,?,,potentiometric,a/apparent,?,acidic,8.34,DTXCID101329513,NoName_178,NOCAS_901116,Single Compound,CC1=C(C=CC(O)=C1)[N+](C)(C)C,C10H16NO
13643,O(C1(=CC(=C(O)C=C1)CN(C)C))C,COC1C=CC(O)=C(CN(C)C)C=1,"InChI=1S/C10H15NO2/c1-11(2)7-8-6-9(13-3)4-5-10(8)12/h4-6,12H,7H2,1-3H3",DALDKLLZFGAGLB-UHFFFAOYSA-N,?,25,potentiometric,a1/thermodynamic,OH,acidic,11.48,DTXCID90453400,2-[(Dimethylamino)methyl]-4-methoxyphenol,23562-77-8,Single Compound,COC1=CC(CN(C)C)=C(O)C=C1,C10H15NO2
13662,OC1(=C(O)C=CC=C1C[N+](C)(C)C),C[N+](C)(C)CC1=CC=CC(O)=C1O,"InChI=1S/C10H15NO2/c1-11(2,3)7-8-5-4-6-9(12)10(8)13/h4-6H,7H2,1-3H3,(H-,12,13)/p+1",WVUCCYPTKSKWSY-UHFFFAOYSA-O,?,25,potentiometric,a1/apparent,?,acidic,8.1,DTXCID10155757,3-Trimethylaminomethylcatechol,84304-14-3,Single Compound,C[N+](C)(C)CC1=C(O)C(O)=CC=C1,C10H16NO2
17062,O=C1(OC2(C(C)C)(C[NH2+]C(C2(C1))C(=O)O)),CC(C)C12CN=C(C1C=C(O)O2)C(O)O,"InChI=1S/C10H15NO4/c1-5(2)10-4-11-8(9(13)14)6(10)3-7(12)15-10/h3,5-6,9,12-14H,4H2,1-2H3",CQOFBKAAFRTJQM-UHFFFAOYSA-N,?,,mean from 2,a1/apparent,?,acidic,2.45,,,,,,
10772,SCC[NH2+]CCC1(=CC=CC=C1),SCCNCCC1C=CC=CC=1,"InChI=1S/C10H15NS/c12-9-8-11-7-6-10-4-2-1-3-5-10/h1-5,11-12H,6-9H2",SWQCRWGJYVDLAO-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,SH,acidic,7.85,DTXCID80133486,"Ethanethiol, 2-phenethylamino-",6197-28-0,Single Compound,SCCNCCC1=CC=CC=C1,C10H15NS
14654,O=C(O)C1([NH2+]CC(C1CC(=O)N)C(=C)C),CC(=C)C1CN=C(C1CC(=N)O)C(O)O,"InChI=1S/C10H16N2O3/c1-5(2)7-4-12-9(10(14)15)6(7)3-8(11)13/h6-7,10,14-15H,1,3-4H2,2H3,(H2,11,13)",ISKJWPWBCHBQMO-UHFFFAOYSA-N,?,,,a1/apparent,?,acidic,2.01,,,,,,
16230,O=C(O)C(NC(=O)CC[NH3+])CC=1(N(C=[NH+]C=1)C),CN1C=NC=C1CC(/N=C(/O)\CCN)=C(O)O,"InChI=1S/C10H16N4O3/c1-14-6-12-5-7(14)4-8(10(16)17)13-9(15)2-3-11/h5-6,16-17H,2-4,11H2,1H3,(H,13,15)",MAPCBGPQHARUJY-UHFFFAOYSA-N,?,22,potentiometric,a1/apparent,?,acidic,2.64,,,,,,
16759,O=C1(N(C(N)=[NH+]C1CC(=O)O)CCCC([NH3+])C(=O)O),NC1=NC(CC(O)=O)=C(O)N1CCCC(=N)C(O)O,"InChI=1S/C10H16N4O5/c11-5(9(18)19)2-1-3-14-8(17)6(4-7(15)16)13-10(14)12/h9,11,17-19H,1-4H2,(H2,12,13)(H,15,16)",ZJAKRXPUSBULEY-UHFFFAOYSA-N,"?, ?",,potentiometric,a1/apparent,"?, ?",acidic,2.56,,,,,,
10857,O[N+](C1(=CC=CC=C1))(CC)CC,CC[N+](O)(CC)C1C=CC=CC=1,"InChI=1S/C10H16NO/c1-3-11(12,4-2)10-8-6-5-7-9-10/h5-9,12H,3-4H2,1-2H3/q+1",RITSDWMJYYLJFU-UHFFFAOYSA-N,?,20,potentiometric,a/thermodynamic,?,acidic,4.53,DTXCID601329518,NoName_185,NOCAS_901123,Single Compound,CC[N+](O)(CC)C1=CC=CC=C1,C10H16NO
13531,O=C(O)CC1(C(C(C(=O)C)C1)(C)C),CC1(C)C(CC1C(=C)O)C=C(O)O,"InChI=1S/C10H16O3/c1-6(11)8-4-7(5-9(12)13)10(8,2)3/h5,7-8,11-13H,1,4H2,2-3H3",VPQIYTDCZSOZHL-UHFFFAOYSA-N,?,,potentiometric,a/apparent,?,acidic,4.82,,,,,,
13276,O=C(O)C12(C(O)C(C)(C)C(C1)CC2),CC1(C)C2CC(CC2)(C1O)C(O)=O,"InChI=1S/C10H16O3/c1-9(2)6-3-4-10(5-6,7(9)11)8(12)13/h6-7,11H,3-5H2,1-2H3,(H,12,13)",DSOMZNUWRKIACY-UHFFFAOYSA-N,"?, ?",16,,a/apparent,"?, ?",acidic,4.9399999999999995,,,,,,
12563,OC=1(N(N=C(C=1)C)C2(CC[NH+](C)CC2)),CN1CCC(CC1)N1N=C(C)C=C1O,"InChI=1S/C10H17N3O/c1-8-7-10(14)13(11-8)9-3-5-12(2)6-4-9/h7,9,14H,3-6H2,1-2H3",CIUSLKWBNSPJMT-UHFFFAOYSA-N,?,,potentiometric,a1/apparent,?,acidic,6.63,DTXCID501329789,NoName_571,NOCAS_901453,Single Compound,CN1CCC(CC1)N1N=C(C)C=C1O,C10H17N3O
12253,O=C(O)C(C(=O)N1(CCCCC1))CC,CCC(C(=O)N1CCCCC1)=C(O)O,"InChI=1S/C10H17NO3/c1-2-8(10(13)14)9(12)11-6-4-3-5-7-11/h13-14H,2-7H2,1H3",KTEFMPUMENJBMT-UHFFFAOYSA-N,?,,,a/apparent,?,acidic,3.86,,,,,,
14915,O=C(O)C1([NH2+]CC(C1CC(=O)OC)C(O)C),CC(O)C1CN=C(C1C=C(O)OC)C(O)O,"InChI=1S/C10H17NO5/c1-5(12)7-4-11-9(10(14)15)6(7)3-8(13)16-2/h3,5-7,10,12-15H,4H2,1-2H3",SDHPNHLAOIMRHB-UHFFFAOYSA-N,?,,,a1/apparent,?,acidic,2.4,,,,,,
16035,O=C(OC(C)(C)C)NC(C(=O)O)CCC(=O)N,CC(C)(C)OC(=O)N=C(CCC(=N)O)C(O)O,"InChI=1S/C10H18N2O5/c1-10(2,3)17-9(16)12-6(8(14)15)4-5-7(11)13/h8,14-15H,4-5H2,1-3H3,(H2,11,13)",FCMCTFUJCNIWMM-UHFFFAOYSA-N,?,20,potentiometric,a1/apparent,COOH,acidic,3.66,,,,,,
10518,O=C(O)CCCC1(CCCCC1),OC(O)=CCCC1CCCCC1,"InChI=1S/C10H18O2/c11-10(12)8-4-7-9-5-2-1-3-6-9/h8-9,11-12H,1-7H2",YDMANUWXPGLDIN-UHFFFAOYSA-N,?,25,conductometric,a/thermodynamic,?,acidic,4.95,,,,,,
13532,O=C(O)CC1(C(C(C(O)C)C1)(C)C),CC(O)C1CC(C=C(O)O)C1(C)C,"InChI=1S/C10H18O3/c1-6(11)8-4-7(5-9(12)13)10(8,2)3/h5-8,11-13H,4H2,1-3H3",SQPRSGBCPLHQNC-UHFFFAOYSA-N,?,20,potentiometric,a/thermodynamic,?,acidic,4.83,,,,,,
13661,O=C(O)CCC[N+]1(CCCCC1)(C),C[N+]1(CCC=C(O)O)CCCCC1,"InChI=1S/C10H19NO2/c1-11(7-3-2-4-8-11)9-5-6-10(12)13/h6H,2-5,7-9H2,1H3,(H-,12,13)/p+1",KLANBWUPDFSDSU-UHFFFAOYSA-O,?,25,,a1/apparent,?,acidic,4.11,,,,,,
11297,O=C(O)CCCCCCCCC,CCCCCCCCC=C(O)O,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h9,11-12H,2-8H2,1H3",OHSDWFICZQQBIV-UHFFFAOYSA-N,?,25,,a1/apparent,COOH,acidic,4.89,,,,,,
14614,O=C(NCCCCCC[NH+](C)C)C=NO,CN(C)CCCCCCNC(=O)CN=O,"InChI=1S/C10H21N3O2/c1-13(2)8-6-4-3-5-7-11-10(14)9-12-15/h3-9H2,1-2H3,(H,11,14)",BZYWDEDAIVYRRV-UHFFFAOYSA-N,?,25,potentiometric,a1/apparent,?,acidic,8.93,DTXCID701330077,NoName_939,NOCAS_901792,Single Compound,CN(C)CCCCCCNC(=O)CN=O,C10H21N3O2
13218,O=C(O)CCCCCCCCC[NH3+],NCCCCCCCCC=C(O)O,"InChI=1S/C10H21NO2/c11-9-7-5-3-1-2-4-6-8-10(12)13/h8,12-13H,1-7,9,11H2",YRNWOAMGHKJYLN-UHFFFAOYSA-N,?,27,mean from 3,a1/apparent,?,acidic,4.57,,,,,,
